期权代码,交易代码,期权简称,标的代码,类型,认购/认沽,行权方式,行权价,合约单位,到期月份,上市日,到期日,行权日,行权交收日,上市首日参考价,结算方式,交易状态
10000651,510050P1608M02050,50ETF沽2016年8月2.05,510050.SH,ETF期权,认沽,欧式,2.050,10000,2016-08,2016-06-23,2016-08-24,2016-08-24,2016-08-25,0.0364,实物资产,退市
10000652,510050P1608M02100,50ETF沽2016年8月2.10,510050.SH,ETF期权,认沽,欧式,2.100,10000,2016-08,2016-06-23,2016-08-24,2016-08-24,2016-08-25,0.0576,实物资产,退市
10000653,510050P1608M02150,50ETF沽2016年8月2.15,510050.SH,ETF期权,认沽,欧式,2.150,10000,2016-08,2016-06-23,2016-08-24,2016-08-24,2016-08-25,0.0863,实物资产,退市
10000654,510050P1608M02200,50ETF沽2016年8月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2016-08,2016-06-23,2016-08-24,2016-08-24,2016-08-25,0.1215,实物资产,退市
10000655,510050C1608M02250,50ETF购2016年8月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2016-08,2016-06-30,2016-08-24,2016-08-24,2016-08-25,0.0163,实物资产,退市
10000656,510050P1608M02250,50ETF沽2016年8月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2016-08,2016-06-30,2016-08-24,2016-08-24,2016-08-25,0.1373,实物资产,退市
10000657,510050C1607M02300,50ETF购2016年7月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2016-07,2016-07-05,2016-07-27,2016-07-27,2016-07-28,0.0024,实物资产,退市
10000658,510050P1607M02300,50ETF沽2016年7月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2016-07,2016-07-05,2016-07-27,2016-07-27,2016-07-28,0.1257,实物资产,退市
10000659,510050C1608M02300,50ETF购2016年8月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2016-08,2016-07-05,2016-08-24,2016-08-24,2016-08-25,0.0102,实物资产,退市
10000660,510050P1608M02300,50ETF沽2016年8月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2016-08,2016-07-05,2016-08-24,2016-08-24,2016-08-25,0.1380,实物资产,退市
10000661,510050C1612A02300,50ETF购2016年12月2.250A,510050.SH,ETF期权,认购,欧式,2.250,10220,2016-12,2016-07-05,2016-12-28,2016-12-28,2016-12-29,0.0595,实物资产,退市
10000662,510050P1612A02300,50ETF沽2016年12月2.250A,510050.SH,ETF期权,认沽,欧式,2.250,10220,2016-12,2016-07-05,2016-12-28,2016-12-28,2016-12-29,0.2113,实物资产,退市
10000663,510050C1607M02350,50ETF购2016年7月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2016-07,2016-07-13,2016-07-27,2016-07-27,2016-07-28,0.0017,实物资产,退市
10000664,510050P1607M02350,50ETF沽2016年7月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2016-07,2016-07-13,2016-07-27,2016-07-27,2016-07-28,0.1170,实物资产,退市
10000665,510050C1608M02350,50ETF购2016年8月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2016-08,2016-07-13,2016-08-24,2016-08-24,2016-08-25,0.0136,实物资产,退市
10000666,510050P1608M02350,50ETF沽2016年8月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2016-08,2016-07-13,2016-08-24,2016-08-24,2016-08-25,0.1312,实物资产,退市
10000667,510050C1609M02350,50ETF购2016年9月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2016-09,2016-07-13,2016-09-28,2016-09-28,2016-09-29,0.0136,实物资产,退市
10000668,510050P1609M02350,50ETF沽2016年9月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2016-09,2016-07-13,2016-09-28,2016-09-28,2016-09-29,0.1523,实物资产,退市
10000669,510050C1612A02350,50ETF购2016年12月2.299A,510050.SH,ETF期权,认购,欧式,2.299,10220,2016-12,2016-07-13,2016-12-28,2016-12-28,2016-12-29,0.0546,实物资产,退市
10000670,510050P1612A02350,50ETF沽2016年12月2.299A,510050.SH,ETF期权,认沽,欧式,2.299,10220,2016-12,2016-07-13,2016-12-28,2016-12-28,2016-12-29,0.2029,实物资产,退市
10000671,510050C1703A02100,50ETF购2017年3月2.055A,510050.SH,ETF期权,认购,欧式,2.055,10220,2017-03,2016-07-28,2017-03-22,2017-03-22,2017-03-23,0.1552,实物资产,退市
10000672,510050C1703A02150,50ETF购2017年3月2.104A,510050.SH,ETF期权,认购,欧式,2.104,10220,2017-03,2016-07-28,2017-03-22,2017-03-22,2017-03-23,0.1442,实物资产,退市
10000673,510050C1703A02200,50ETF购2017年3月2.153A,510050.SH,ETF期权,认购,欧式,2.153,10220,2017-03,2016-07-28,2017-03-22,2017-03-22,2017-03-23,0.1238,实物资产,退市
10000674,510050C1703A02250,50ETF购2017年3月2.202A,510050.SH,ETF期权,认购,欧式,2.202,10220,2017-03,2016-07-28,2017-03-22,2017-03-22,2017-03-23,0.1045,实物资产,退市
10000675,510050C1703A02300,50ETF购2017年3月2.250A,510050.SH,ETF期权,认购,欧式,2.250,10220,2017-03,2016-07-28,2017-03-22,2017-03-22,2017-03-23,0.0866,实物资产,退市
10000676,510050P1703A02100,50ETF沽2017年3月2.055A,510050.SH,ETF期权,认沽,欧式,2.055,10220,2017-03,2016-07-28,2017-03-22,2017-03-22,2017-03-23,0.0857,实物资产,退市
10000677,510050P1703A02150,50ETF沽2017年3月2.104A,510050.SH,ETF期权,认沽,欧式,2.104,10220,2017-03,2016-07-28,2017-03-22,2017-03-22,2017-03-23,0.1094,实物资产,退市
10000678,510050P1703A02200,50ETF沽2017年3月2.153A,510050.SH,ETF期权,认沽,欧式,2.153,10220,2017-03,2016-07-28,2017-03-22,2017-03-22,2017-03-23,0.1345,实物资产,退市
10000679,510050P1703A02250,50ETF沽2017年3月2.202A,510050.SH,ETF期权,认沽,欧式,2.202,10220,2017-03,2016-07-28,2017-03-22,2017-03-22,2017-03-23,0.1648,实物资产,退市
10000680,510050P1703A02300,50ETF沽2017年3月2.250A,510050.SH,ETF期权,认沽,欧式,2.250,10220,2017-03,2016-07-28,2017-03-22,2017-03-22,2017-03-23,0.1975,实物资产,退市
10000681,510050C1703A02350,50ETF购2017年3月2.299A,510050.SH,ETF期权,认购,欧式,2.299,10220,2017-03,2016-08-15,2017-03-22,2017-03-22,2017-03-23,0.0600,实物资产,退市
10000682,510050P1703A02350,50ETF沽2017年3月2.299A,510050.SH,ETF期权,认沽,欧式,2.299,10220,2017-03,2016-08-15,2017-03-22,2017-03-22,2017-03-23,0.1648,实物资产,退市
10000683,510050C1608M02400,50ETF购2016年8月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2016-08,2016-08-16,2016-08-24,2016-08-24,2016-08-25,0.0001,实物资产,退市
10000684,510050C1608M02450,50ETF购2016年8月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2016-08,2016-08-16,2016-08-24,2016-08-24,2016-08-25,0.0001,实物资产,退市
10000685,510050P1608M02400,50ETF沽2016年8月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2016-08,2016-08-16,2016-08-24,2016-08-24,2016-08-25,0.0706,实物资产,退市
10000686,510050P1608M02450,50ETF沽2016年8月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2016-08,2016-08-16,2016-08-24,2016-08-24,2016-08-25,0.1144,实物资产,退市
10000687,510050C1609M02400,50ETF购2016年9月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2016-09,2016-08-16,2016-09-28,2016-09-28,2016-09-29,0.0001,实物资产,退市
10000688,510050C1609M02450,50ETF购2016年9月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2016-09,2016-08-16,2016-09-28,2016-09-28,2016-09-29,0.0001,实物资产,退市
10000689,510050P1609M02400,50ETF沽2016年9月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2016-09,2016-08-16,2016-09-28,2016-09-28,2016-09-29,0.0942,实物资产,退市
10000690,510050P1609M02450,50ETF沽2016年9月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2016-09,2016-08-16,2016-09-28,2016-09-28,2016-09-29,0.1293,实物资产,退市
10000691,510050C1612A02400,50ETF购2016年12月2.348A,510050.SH,ETF期权,认购,欧式,2.348,10220,2016-12,2016-08-16,2016-12-28,2016-12-28,2016-12-29,0.0726,实物资产,退市
10000692,510050C1612A02450,50ETF购2016年12月2.397A,510050.SH,ETF期权,认购,欧式,2.397,10220,2016-12,2016-08-16,2016-12-28,2016-12-28,2016-12-29,0.0541,实物资产,退市
10000693,510050P1612A02400,50ETF沽2016年12月2.348A,510050.SH,ETF期权,认沽,欧式,2.348,10220,2016-12,2016-08-16,2016-12-28,2016-12-28,2016-12-29,0.1360,实物资产,退市
10000694,510050P1612A02450,50ETF沽2016年12月2.397A,510050.SH,ETF期权,认沽,欧式,2.397,10220,2016-12,2016-08-16,2016-12-28,2016-12-28,2016-12-29,0.1661,实物资产,退市
10000695,510050C1703A02400,50ETF购2017年3月2.348A,510050.SH,ETF期权,认购,欧式,2.348,10220,2017-03,2016-08-16,2017-03-22,2017-03-22,2017-03-23,0.0891,实物资产,退市
10000696,510050C1703A02450,50ETF购2017年3月2.397A,510050.SH,ETF期权,认购,欧式,2.397,10220,2017-03,2016-08-16,2017-03-22,2017-03-22,2017-03-23,0.0691,实物资产,退市
10000697,510050P1703A02400,50ETF沽2017年3月2.348A,510050.SH,ETF期权,认沽,欧式,2.348,10220,2017-03,2016-08-16,2017-03-22,2017-03-22,2017-03-23,0.1628,实物资产,退市
10000698,510050P1703A02450,50ETF沽2017年3月2.397A,510050.SH,ETF期权,认沽,欧式,2.397,10220,2017-03,2016-08-16,2017-03-22,2017-03-22,2017-03-23,0.1913,实物资产,退市
10000699,510050C1610M02200,50ETF购2016年10月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2016-10,2016-08-25,2016-10-26,2016-10-26,2016-10-27,0.1066,实物资产,退市
10000700,510050C1610M02250,50ETF购2016年10月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2016-10,2016-08-25,2016-10-26,2016-10-26,2016-10-27,0.0768,实物资产,退市
10000701,510050C1610M02300,50ETF购2016年10月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2016-10,2016-08-25,2016-10-26,2016-10-26,2016-10-27,0.0535,实物资产,退市
10000702,510050C1610M02350,50ETF购2016年10月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2016-10,2016-08-25,2016-10-26,2016-10-26,2016-10-27,0.0372,实物资产,退市
10000703,510050C1610M02400,50ETF购2016年10月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2016-10,2016-08-25,2016-10-26,2016-10-26,2016-10-27,0.0253,实物资产,退市
10000704,510050P1610M02200,50ETF沽2016年10月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2016-10,2016-08-25,2016-10-26,2016-10-26,2016-10-27,0.0272,实物资产,退市
10000705,510050P1610M02250,50ETF沽2016年10月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2016-10,2016-08-25,2016-10-26,2016-10-26,2016-10-27,0.0458,实物资产,退市
10000706,510050P1610M02300,50ETF沽2016年10月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2016-10,2016-08-25,2016-10-26,2016-10-26,2016-10-27,0.0722,实物资产,退市
10000707,510050P1610M02350,50ETF沽2016年10月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2016-10,2016-08-25,2016-10-26,2016-10-26,2016-10-27,0.1066,实物资产,退市
10000708,510050P1610M02400,50ETF沽2016年10月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2016-10,2016-08-25,2016-10-26,2016-10-26,2016-10-27,0.1457,实物资产,退市
10000709,510050C1610M02150,50ETF购2016年10月2.15,510050.SH,ETF期权,认购,欧式,2.150,10000,2016-10,2016-08-26,2016-10-26,2016-10-26,2016-10-27,0.1379,实物资产,退市
10000710,510050P1610M02150,50ETF沽2016年10月2.15,510050.SH,ETF期权,认沽,欧式,2.150,10000,2016-10,2016-08-26,2016-10-26,2016-10-26,2016-10-27,0.0160,实物资产,退市
10000711,510050C1610M02100,50ETF购2016年10月2.10,510050.SH,ETF期权,认购,欧式,2.100,10000,2016-10,2016-09-27,2016-10-26,2016-10-26,2016-10-27,0.1275,实物资产,退市
10000712,510050P1610M02100,50ETF沽2016年10月2.10,510050.SH,ETF期权,认沽,欧式,2.100,10000,2016-10,2016-09-27,2016-10-26,2016-10-26,2016-10-27,0.0022,实物资产,退市
10000713,510050C1611M02100,50ETF购2016年11月2.10,510050.SH,ETF期权,认购,欧式,2.100,10000,2016-11,2016-09-29,2016-11-23,2016-11-23,2016-11-24,0.1286,实物资产,退市
10000714,510050C1611M02150,50ETF购2016年11月2.15,510050.SH,ETF期权,认购,欧式,2.150,10000,2016-11,2016-09-29,2016-11-23,2016-11-23,2016-11-24,0.0916,实物资产,退市
10000715,510050C1611M02200,50ETF购2016年11月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2016-11,2016-09-29,2016-11-23,2016-11-23,2016-11-24,0.0587,实物资产,退市
10000716,510050C1611M02250,50ETF购2016年11月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2016-11,2016-09-29,2016-11-23,2016-11-23,2016-11-24,0.0373,实物资产,退市
10000717,510050C1611M02300,50ETF购2016年11月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2016-11,2016-09-29,2016-11-23,2016-11-23,2016-11-24,0.0236,实物资产,退市
10000718,510050P1611M02100,50ETF沽2016年11月2.10,510050.SH,ETF期权,认沽,欧式,2.100,10000,2016-11,2016-09-29,2016-11-23,2016-11-23,2016-11-24,0.0104,实物资产,退市
10000719,510050P1611M02150,50ETF沽2016年11月2.15,510050.SH,ETF期权,认沽,欧式,2.150,10000,2016-11,2016-09-29,2016-11-23,2016-11-23,2016-11-24,0.0207,实物资产,退市
10000720,510050P1611M02200,50ETF沽2016年11月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2016-11,2016-09-29,2016-11-23,2016-11-23,2016-11-24,0.0396,实物资产,退市
10000721,510050P1611M02250,50ETF沽2016年11月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2016-11,2016-09-29,2016-11-23,2016-11-23,2016-11-24,0.0671,实物资产,退市
10000722,510050P1611M02300,50ETF沽2016年11月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2016-11,2016-09-29,2016-11-23,2016-11-23,2016-11-24,0.1030,实物资产,退市
10000723,510050C1611M02350,50ETF购2016年11月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2016-11,2016-09-30,2016-11-23,2016-11-23,2016-11-24,0.0103,实物资产,退市
10000724,510050P1611M02350,50ETF沽2016年11月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2016-11,2016-09-30,2016-11-23,2016-11-23,2016-11-24,0.1279,实物资产,退市
10000725,510050C1611M02400,50ETF购2016年11月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2016-11,2016-10-19,2016-11-23,2016-11-23,2016-11-24,0.0031,实物资产,退市
10000726,510050P1611M02400,50ETF沽2016年11月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2016-11,2016-10-19,2016-11-23,2016-11-23,2016-11-24,0.1237,实物资产,退市
10000727,510050C1706A02200,50ETF购2017年6月2.153A,510050.SH,ETF期权,认购,欧式,2.153,10220,2017-06,2016-10-27,2017-06-28,2017-06-28,2017-06-29,0.1544,实物资产,退市
10000728,510050C1706A02250,50ETF购2017年6月2.202A,510050.SH,ETF期权,认购,欧式,2.202,10220,2017-06,2016-10-27,2017-06-28,2017-06-28,2017-06-29,0.1331,实物资产,退市
10000729,510050C1706A02300,50ETF购2017年6月2.250A,510050.SH,ETF期权,认购,欧式,2.250,10220,2017-06,2016-10-27,2017-06-28,2017-06-28,2017-06-29,0.1097,实物资产,退市
10000730,510050C1706A02350,50ETF购2017年6月2.299A,510050.SH,ETF期权,认购,欧式,2.299,10220,2017-06,2016-10-27,2017-06-28,2017-06-28,2017-06-29,0.0895,实物资产,退市
10000731,510050C1706A02400,50ETF购2017年6月2.348A,510050.SH,ETF期权,认购,欧式,2.348,10220,2017-06,2016-10-27,2017-06-28,2017-06-28,2017-06-29,0.0705,实物资产,退市
10000732,510050P1706A02200,50ETF沽2017年6月2.153A,510050.SH,ETF期权,认沽,欧式,2.153,10220,2017-06,2016-10-27,2017-06-28,2017-06-28,2017-06-29,0.0619,实物资产,退市
10000733,510050P1706A02250,50ETF沽2017年6月2.202A,510050.SH,ETF期权,认沽,欧式,2.202,10220,2017-06,2016-10-27,2017-06-28,2017-06-28,2017-06-29,0.0844,实物资产,退市
10000734,510050P1706A02300,50ETF沽2017年6月2.250A,510050.SH,ETF期权,认沽,欧式,2.250,10220,2017-06,2016-10-27,2017-06-28,2017-06-28,2017-06-29,0.1089,实物资产,退市
10000735,510050P1706A02350,50ETF沽2017年6月2.299A,510050.SH,ETF期权,认沽,欧式,2.299,10220,2017-06,2016-10-27,2017-06-28,2017-06-28,2017-06-29,0.1382,实物资产,退市
10000736,510050P1706A02400,50ETF沽2017年6月2.348A,510050.SH,ETF期权,认沽,欧式,2.348,10220,2017-06,2016-10-27,2017-06-28,2017-06-28,2017-06-29,0.1714,实物资产,退市
10000737,510050C1611M02450,50ETF购2016年11月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2016-11,2016-11-04,2016-11-23,2016-11-23,2016-11-24,0.0026,实物资产,退市
10000738,510050P1611M02450,50ETF沽2016年11月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2016-11,2016-11-04,2016-11-23,2016-11-23,2016-11-24,0.1273,实物资产,退市
10000739,510050C1706A02450,50ETF购2017年6月2.397A,510050.SH,ETF期权,认购,欧式,2.397,10220,2017-06,2016-11-04,2017-06-28,2017-06-28,2017-06-29,0.0588,实物资产,退市
10000740,510050P1706A02450,50ETF沽2017年6月2.397A,510050.SH,ETF期权,认沽,欧式,2.397,10220,2017-06,2016-11-04,2017-06-28,2017-06-28,2017-06-29,0.1971,实物资产,退市
10000741,510050C1611M02500,50ETF购2016年11月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2016-11,2016-11-22,2016-11-23,2016-11-23,2016-11-24,0.0001,实物资产,退市
10000742,510050P1611M02500,50ETF沽2016年11月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2016-11,2016-11-22,2016-11-23,2016-11-23,2016-11-24,0.1106,实物资产,退市
10000743,510050C1612A02500,50ETF购2016年12月2.446A,510050.SH,ETF期权,认购,欧式,2.446,10220,2016-12,2016-11-22,2016-12-28,2016-12-28,2016-12-29,0.0055,实物资产,退市
10000744,510050P1612A02500,50ETF沽2016年12月2.446A,510050.SH,ETF期权,认沽,欧式,2.446,10220,2016-12,2016-11-22,2016-12-28,2016-12-28,2016-12-29,0.1205,实物资产,退市
10000745,510050C1703A02500,50ETF购2017年3月2.446A,510050.SH,ETF期权,认购,欧式,2.446,10220,2017-03,2016-11-22,2017-03-22,2017-03-22,2017-03-23,0.0341,实物资产,退市
10000746,510050P1703A02500,50ETF沽2017年3月2.446A,510050.SH,ETF期权,认沽,欧式,2.446,10220,2017-03,2016-11-22,2017-03-22,2017-03-22,2017-03-23,0.1628,实物资产,退市
10000747,510050C1706A02500,50ETF购2017年6月2.446A,510050.SH,ETF期权,认购,欧式,2.446,10220,2017-06,2016-11-22,2017-06-28,2017-06-28,2017-06-29,0.0653,实物资产,退市
10000748,510050P1706A02500,50ETF沽2017年6月2.446A,510050.SH,ETF期权,认沽,欧式,2.446,10220,2017-06,2016-11-22,2017-06-28,2017-06-28,2017-06-29,0.2005,实物资产,退市
10000749,510050C1701A02300,50ETF购2017年1月2.250A,510050.SH,ETF期权,认购,欧式,2.250,10220,2017-01,2016-11-24,2017-01-25,2017-01-25,2017-01-26,0.1267,实物资产,退市
10000750,510050C1701A02350,50ETF购2017年1月2.299A,510050.SH,ETF期权,认购,欧式,2.299,10220,2017-01,2016-11-24,2017-01-25,2017-01-25,2017-01-26,0.0796,实物资产,退市
10000751,510050C1701A02400,50ETF购2017年1月2.348A,510050.SH,ETF期权,认购,欧式,2.348,10220,2017-01,2016-11-24,2017-01-25,2017-01-25,2017-01-26,0.0528,实物资产,退市
10000752,510050C1701A02450,50ETF购2017年1月2.397A,510050.SH,ETF期权,认购,欧式,2.397,10220,2017-01,2016-11-24,2017-01-25,2017-01-25,2017-01-26,0.0332,实物资产,退市
10000753,510050C1701A02500,50ETF购2017年1月2.446A,510050.SH,ETF期权,认购,欧式,2.446,10220,2017-01,2016-11-24,2017-01-25,2017-01-25,2017-01-26,0.0192,实物资产,退市
10000754,510050P1701A02300,50ETF沽2017年1月2.250A,510050.SH,ETF期权,认沽,欧式,2.250,10220,2017-01,2016-11-24,2017-01-25,2017-01-25,2017-01-26,0.0204,实物资产,退市
10000755,510050P1701A02350,50ETF沽2017年1月2.299A,510050.SH,ETF期权,认沽,欧式,2.299,10220,2017-01,2016-11-24,2017-01-25,2017-01-25,2017-01-26,0.0352,实物资产,退市
10000756,510050P1701A02400,50ETF沽2017年1月2.348A,510050.SH,ETF期权,认沽,欧式,2.348,10220,2017-01,2016-11-24,2017-01-25,2017-01-25,2017-01-26,0.0554,实物资产,退市
10000757,510050P1701A02450,50ETF沽2017年1月2.397A,510050.SH,ETF期权,认沽,欧式,2.397,10220,2017-01,2016-11-24,2017-01-25,2017-01-25,2017-01-26,0.0853,实物资产,退市
10000758,510050P1701A02500,50ETF沽2017年1月2.446A,510050.SH,ETF期权,认沽,欧式,2.446,10220,2017-01,2016-11-24,2017-01-25,2017-01-25,2017-01-26,0.1220,实物资产,退市
10000759,510050C1612A02550,50ETF购2016年12月2.495A,510050.SH,ETF期权,认购,欧式,2.495,10220,2016-12,2016-11-25,2016-12-28,2016-12-28,2016-12-29,0.0030,实物资产,退市
10000760,510050P1612A02550,50ETF沽2016年12月2.495A,510050.SH,ETF期权,认沽,欧式,2.495,10220,2016-12,2016-11-25,2016-12-28,2016-12-28,2016-12-29,0.1347,实物资产,退市
10000761,510050C1701A02550,50ETF购2017年1月2.495A,510050.SH,ETF期权,认购,欧式,2.495,10220,2017-01,2016-11-25,2017-01-25,2017-01-25,2017-01-26,0.0096,实物资产,退市
10000762,510050P1701A02550,50ETF沽2017年1月2.495A,510050.SH,ETF期权,认沽,欧式,2.495,10220,2017-01,2016-11-25,2017-01-25,2017-01-25,2017-01-26,0.1465,实物资产,退市
10000763,510050C1703A02550,50ETF购2017年3月2.495A,510050.SH,ETF期权,认购,欧式,2.495,10220,2017-03,2016-11-25,2017-03-22,2017-03-22,2017-03-23,0.0262,实物资产,退市
10000764,510050P1703A02550,50ETF沽2017年3月2.495A,510050.SH,ETF期权,认沽,欧式,2.495,10220,2017-03,2016-11-25,2017-03-22,2017-03-22,2017-03-23,0.1760,实物资产,退市
10000765,510050C1706A02550,50ETF购2017年6月2.495A,510050.SH,ETF期权,认购,欧式,2.495,10220,2017-06,2016-11-25,2017-06-28,2017-06-28,2017-06-29,0.0510,实物资产,退市
10000766,510050P1706A02550,50ETF沽2017年6月2.495A,510050.SH,ETF期权,认沽,欧式,2.495,10220,2017-06,2016-11-25,2017-06-28,2017-06-28,2017-06-29,0.2157,实物资产,退市
