date,open,close,high,low,volume
2017-06-23,2510.71,2529.1,2530.56,2496.66,29403951.0
2017-06-26,2531.28,2543.32,2560.11,2531.28,39716748.0
2017-06-27,2541.69,2554.7,2558.1,2529.24,26984713.0
2017-06-28,2548.16,2537.64,2560.86,2537.24,28194970.0
2017-06-29,2541.35,2552.98,2554.8,2532.46,19754376.0
2017-06-30,2543.79,2549.97,2552.92,2533.86,18677177.0
2017-07-03,2550.5,2534.37,2550.5,2522.74,18304213.0
2017-07-04,2531.53,2511.15,2531.61,2506.68,23547128.0
2017-07-05,2508.81,2548.1,2551.41,2507.92,20607654.0
2017-07-06,2543.91,2553.88,2561.64,2534.12,22234624.0
2017-07-07,2542.91,2543.66,2546.78,2527.55,22510062.0
2017-07-10,2538.16,2550.11,2557.47,2530.93,25305145.0
2017-07-11,2543.72,2570.59,2592.06,2543.05,33968228.0
2017-07-12,2570.91,2565.14,2604.2,2555.38,37070595.0
2017-07-13,2565.59,2600.95,2601.47,2563.22,42871574.0
2017-07-14,2600.76,2622.98,2623.32,2593.43,33653285.0
2017-07-17,2627.37,2631.41,2663.28,2594.42,60865949.0
2017-07-18,2619.23,2624.31,2637.53,2596.12,39435040.0
2017-07-19,2621.11,2657.89,2661.66,2618.37,48688897.0
2017-07-20,2653.38,2665.45,2666.04,2643.64,37580733.0
2017-07-21,2655.23,2639.21,2661.48,2635.0,29715562.0
2017-07-24,2636.55,2654.38,2666.65,2632.76,33056566.0
2017-07-25,2656.48,2643.07,2667.79,2639.61,34185413.0
2017-07-26,2642.26,2636.2,2665.15,2617.55,35447256.0
2017-07-27,2632.0,2636.63,2638.94,2610.58,30670126.0
2017-07-28,2627.16,2636.39,2642.69,2619.04,21934465.0
2017-07-31,2633.88,2638.12,2649.29,2626.18,28647763.0
2017-08-01,2640.87,2681.81,2681.93,2638.02,33820507.0
2017-08-02,2679.34,2680.63,2696.64,2675.2,42222377.0
2017-08-03,2676.35,2646.22,2689.94,2644.99,31815168.0
2017-08-04,2644.45,2627.8,2653.81,2627.25,27959952.0
2017-08-07,2621.55,2634.18,2641.34,2613.82,26086109.0
2017-08-08,2632.04,2635.18,2639.24,2622.26,25782468.0
2017-08-09,2630.67,2620.38,2634.43,2618.81,24707911.0
2017-08-10,2617.99,2611.34,2635.35,2590.86,28171479.0
2017-08-11,2592.04,2570.26,2599.71,2566.57,35170960.0
2017-08-14,2572.3,2591.45,2598.38,2567.6,26118900.0
2017-08-15,2593.07,2605.24,2623.08,2592.92,27900976.0
2017-08-16,2601.47,2595.0,2602.1,2586.34,20351811.0
2017-08-17,2599.04,2604.08,2606.68,2591.54,20571105.0
2017-08-18,2601.88,2613.26,2621.97,2595.86,19897828.0
2017-08-21,2619.04,2616.82,2628.8,2610.26,19436872.0
2017-08-22,2624.41,2643.5,2644.2,2620.16,27118182.0
2017-08-23,2641.79,2659.78,2673.39,2639.66,34691794.0
2017-08-24,2659.65,2646.4,2675.2,2641.83,29939211.0
